nome_legado,nome_proposto,problema,publicado,acao
proporcao_mortes_intenvencao_policial_x_mortes_violentas_intencionais,fbsp_mortes_intervencao_policial_sobre_mvi_prop,"ERRO DE DIGITACAO publicado ('intenvencao' em vez de 'intervencao'), alem de 'x' como separador de razao; anuario.R:35 e renomear_variaveis.R:144",False,renomear
quantidade_morte_policiais_civis_confronto_em_servico,fbsp_mortes_policiais_civis_confronto_em_servico_i,"'morte' no SINGULAR contra 'mortes' em todas as irmas (mesma familia: _civis_fora_de_servico, _militares_confronto_em_servico, _militares_fora_de_servico)",False,renomear
quantidade_roubo_furto_veiculos,fbsp_roubo_e_furto_veiculos_agregado_i,Nao deixa claro se e roubo+furto somados ou uma terceira categoria; convive com quantidade_roubo_veiculos e quantidade_furto_veiculos,False,renomear
quantidade_posse_ilegal_porte_ilegal_arma_de_fogo,fbsp_posse_e_porte_ilegal_arma_agregado_i,Mesma ambiguidade agregado-vs-categoria; convive com as duas partes,False,renomear
quantidade_mortes_intervencao_policial,fbsp_mortes_intervencao_policial_agregado_i,Agregado convivendo com as quatro partes (civil/militar x em servico/fora de servico) sem indicacao de que somar as partes duplica o agregado,False,renomear
quantidade_mortes_policiais_confronto,fbsp_mortes_policiais_agregado_i,Mesmo problema de agregado convivendo com partes,False,renomear
total_mortalidade,sim_obitos_totais_i,Prefixo total_ generico; nao indica a fonte (SIM) nem a granularidade (ocorrencia x residencia),False,renomear
total_mortalidade_homicidio,sim_obitos_homicidio_i,"Sem fonte no nome; sugere equivalencia com quantidade_homicidio_doloso (FBSP), que tem definicao, cobertura e periodo diferentes",False,renomear
total_mortalidade_alcool,sim_obitos_causa_alcool_i,"Sem fonte; e obito com causa basica F10, colocado lado a lado com quantidade_posse_uso_entorpecente (ocorrencia policial) sem distincao",False,renomear
total_mortalidade_domicilio,sim_obitos_ocorridos_no_domicilio_i,"'_domicilio' designa local de OCORRENCIA do obito, mas se le como municipio de residencia (36 colunas da familia usam esse sufixo)",False,renomear
quantidade_homicidio_doloso,fbsp_homicidio_doloso_i,"Declarada STRING no dicionario apesar de ser contagem; cobertura restrita (27 capitais, 2016-2021) invisivel no nome",False,renomear
quantidade_feminicidio,fbsp_feminicidio_i,"Sem fonte; sugere equivalencia com total_mortalidade_homicidio_feminino (SIM), que e outro universo",False,renomear
grupo,fbsp_grupo_municipio_cat,"PUBLICADO como coluna 399 com nome maximamente generico; e a classificacao Grupo 1..4 do FBSP, sem definicao em lugar nenhum, e colide com o 'grupo' (vulneravel) do Disque 100",False,renomear
total_acao,cgu_constatacoes_i,"Nome generico E semanticamente errado: conta CONSTATACOES, nao acoes; alem disso 'acao' e o nome de outra coluna do proprio bruto (cgu$acao = acao orcamentaria)",False,renomear
total_falhas_graves,cgu_constatacoes_falha_grave_i,Sem prefixo de fonte; 'falha grave' e vocabulario interno da CGU nao definido na base,False,renomear
montante_fiscalizado,cgu_montante_fiscalizado_brl2023,"Sem prefixo, sem unidade e sem indicacao de que esta deflacionado a 12/2023",False,renomear
montante_fiscalizado_falha_grave,cgu_montante_fiscalizado_com_falha_grave_brl2023,"Ambiguo entre 'montante fiscalizado onde houve falha grave' e 'montante da falha grave' - e o primeiro, com dupla contagem",False,renomear
prop_falhas_graves,cgu_constatacoes_falha_grave_sobre_total_prop,"Nao diz o denominador (constatacoes, incluindo as do tipo 'Informacao'); sem sufixo de escala",False,renomear
montante_falhas_graves,cgu_montante_falha_grave_sobre_fiscalizado_prop,"O NOME MENTE: prefixo montante_ sugere valor monetario, mas o conteudo e uma PROPORCAO 0-1 (cgu.R:23). Congelado na base publicada, posicao 406 de renomear_variaveis.R:149",False,renomear
dimensao_corrupcao,eliminar,"Flag booleana codificada como 1/NA, sem valor 0 (defeito comum as 17 flags)",False,renomear
muncode,id_municipio,"Grafia unica da chave em toda a base, numeric no artefato e integer no CSV; reconciliada so na juncao (municipalityBR.qmd:480-482)",False,renomear
ln.pc.receita1920.sd,ln_receita_per_capita_1920_z,"PONTOS como separador, abreviacoes nao explicadas (pc = per capita, sd = padronizado) e ano colado; sobrevive intacto ate a base publicada (renomear_variaveis.R:150)",False,renomear
ln.admpub.1920.sd,ln_administracao_publica_1920_z,Pontos; 'admpub' (administracao publica) nao explicado,False,renomear
ln.forcapub.1920.sd,ln_forca_publica_1920_z,Pontos; 'forcapub' (forca publica) nao explicado,False,renomear
ln.rail1920.sd,ln_ferrovia_1920_z,"Pontos, termo em INGLES (rail) no meio de uma base em portugues e ano colado",False,renomear
ln.dist.coast.sd,ln_distancia_litoral_km_z,"Pontos e termos em ingles (dist, coast); sem unidade da distancia",False,renomear
ln.dist.capital.sd,ln_distancia_capital_estadual_km_z,Pontos e termos em ingles; nao diz se e capital estadual ou federal,False,renomear
amc1920,id_amc_1920,"Sem separador entre conceito e ano, sem prefixo id_; e chave estrangeira para uma malha (952 AMCs, formato '17AMC2097003') que nao existe em nenhuma outra tabela da base",False,renomear
estimativa_ano_fundacao,ano_fundacao_estimado,Colide semanticamente com a coluna 'ano' da chave do painel; e a segunda coluna de ano com significado incompativel na base larga,False,renomear
dimensao_historica,dimensao_dados_historicos,Unica flag criada FORA do script da dimensao (municipalityBR.qmd:465) e unica com adjetivo em vez do nome da pasta,False,renomear
state,sigla_uf,"Sigla de UF em ingles (data.csv e dados_historicos_unicos.xlsx), convivendo com sigla_uf, sigla_uf_1900 e sigla_uf_1920 na mesma tabela",False,renomear
homiciderateA.sd.R,hist_taxa_homicidio_z_invertida,"Dois pontos, sufixo '.R' (reverse-coded) que se confunde com extensao de arquivo e um 'A' solto sem significado documentado",False,renomear
mun2010,nome_municipio_malha_2010,Nome do municipio na malha 2010 com ano colado; renomeado para nome_municipio em Dados Historicos - Script.R:200 e colidindo com 'nome' do diretorio,False,renomear
proporcao_votos_nulos_prefeitura,proporcao_votos_brancos_prefeito_pct,"O NOME NAO CORRESPONDE AO CONTEUDO: contem votos BRANCOS (mediana 1,264), efeito do rename duplicado em eleicoes_municipais.R:337-338. Publicado assim",False,renomear
proporcao_votos_nulos,proporcao_votos_nulos_prefeito_pct,"Unica coluna da dimensao sem sufixo de cargo (e do pleito de prefeito) e carrega o conteudo trocado com a coluna anterior (mediana 4,455 = nulos)",False,renomear
NEP_prefeitura,numero_efetivo_partidos_prefeito,MAIUSCULAS quebrando o snake_case (eleicoes_municipais.R:339) e sigla NEP (Numero Efetivo de Partidos) nao expandida; so vira minuscula no passo posicional renomear_variaveis.R:155,False,renomear
NEP_camara_vereadores,numero_efetivo_partidos_camara,"Idem (eleicoes_municipais.R:350, renomear_variaveis.R:158)",False,renomear
Fracionalizacao,fracionalizacao,Title Case no objeto intermediario (eleicoes_municipais.R:244),False,renomear
turno,,"Nome generico com valor CONSTANTE 1, sem indicar cargo - coluna sem variancia publicada",False,remover
partido,sigla_partido_prefeito_eleito,"Generico: e o partido do PREFEITO eleito, mas nada no nome diz isso; colide com partido_segundo_colocado e sg_partido_governador_eleito",False,renomear
numero_partido,numero_tse_partido_prefeito_eleito,E o codigo TSE do partido do prefeito; o tipo integer sugere quantidade e o nome nao distingue de numero_segundo_colocado,False,renomear
numero_segundo_colocado,numero_tse_partido_segundo_colocado,"Idem: codigo TSE tipado como integer, nome sugere quantidade",False,renomear
pct_votos_eleito,votos_prefeito_eleito_prop,"Sem sufixo de cargo e prefixo pct_ com escala 0-1 (0. Funcoes.Rmd:87), enquanto pct_votos_governador_* esta em 0-100",False,renomear
pct_votos_segundo_colocado,votos_segundo_colocado_prefeito_prop,"Mesmo defeito: pct_ em escala 0-1, sem cargo",False,renomear
pct_votos_governador_eleito,votos_governador_eleito_pct,"Prefixo pct_ em escala 0-100 (0. Funcoes.Rmd:317), contradizendo pct_votos_eleito no mesmo painel",False,renomear
prefeito_eleito,nome_urna_prefeito_eleito,"Guarda NM_URNA_CANDIDATO (nome de urna), nao o nome civil; o dicionario diz apenas 'Nome do prefeito eleito'",False,renomear
proporcao_comparecimento_prefeitura,comparecimento_prefeito_pct,"Prefixo 'proporcao' com escala 0-100 (16,56 a 99,37) e sufixo de cargo divergente. E uma das colunas consumidas por scripts/artigo",True,renomear
proporcao_comparecimento_camara_vereadores,comparecimento_camara_pct,Mesma inconsistencia de escala (0-100 sob prefixo 'proporcao'). E uma das colunas consumidas por scripts/artigo,True,renomear
sg_partido_governador_segundo_lugar,sigla_partido_governador_segundo_colocado,'segundo_lugar' contra 'segundo_colocado' para o mesmo conceito na MESMA tabela; prefixo sg_ do TSE preservado,False,renomear
alinhado_partido_governador,flag_alinhamento_partidario_governador,Flag sem prefixo de tipo; a variante documentada alinhado_coalizao_governador e calculada (2.Criando:152-156) e nunca chega a base,False,renomear
ano_eleicao,ano_eleicao,"Mesmo nome definido em duas dimensoes juntadas na mesma base (dim 17 e dim 7, Script Producao Banco de Dados Municipal.R:1224) e redefinido por consumidor em 5 Analise Exploratoria/Desastres.R:56. E u",True,renomear
