id_municipio,ano,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
4121703,2016,3066,1700,975,2675,391,212,68.6,77.67
4121752,2016,1071,683,286,969,102,202,74.16,81.77
4121802,2016,1285,483,492,975,310,208,78.68,88.31
4121901,2016,2652,1075,1012,2087,565,329,81.15,95.29
4122008,2016,1346,557,510,1067,279,5,66.2,78.92
4122107,2016,363,83,162,245,118,12,56.54,77.28
4122156,2016,2530,1708,593,2301,229,10,72.18,75.29
4122172,2016,873,618,172,790,83,414,82.04,87.48
4122206,2016,4515,2751,1441,4192,323,63,80.69,84.53
4122305,2016,2312,948,1060,2008,304,308,82.54,91.85
4122404,2016,4258,1287,1766,3053,1205,339,49.74,69.15
4122503,2016,1408,444,783,1227,181,7,76.81,87.51
4122602,2016,886,311,313,624,262,142,70.82,85.71
4122651,2016,676,390,242,632,44,35,72.22,80.2
4122701,2016,572,213,182,395,177,107,69.84,78.68
4122800,2016,416,140,216,356,60,3,66.66,83.37
4122909,2016,739,289,270,559,180,25,74.87,82.81
4123006,2016,1118,508,513,1021,97,6,69.39,77.64
4123105,2016,691,291,291,582,109,108,74.3,80.05
4123204,2016,667,267,252,519,148,45,81.24,97.55
4123303,2016,1047,422,349,771,276,52,72.86,80.64
4123402,2016,648,149,300,449,199,37,72.89,88.38
4123501,2016,1509,216,939,1155,354,2,71.17,81.74
4123600,2016,199,52,63,115,84,27,68.15,79.86
4123709,2016,674,155,336,491,183,15,78.92,85.54
4123808,2016,1017,360,474,834,183,21,69.23,77.5
4123824,2016,424,146,181,327,97,28,65.53,82.16
4123857,2016,1766,1008,616,1624,142,22,78.45,86.33
4123907,2016,1589,935,536,1471,118,198,77.66,81.81
4123956,2016,534,277,162,439,95,84,71.67,81.9
4124004,2016,620,248,286,534,86,30,75.88,83.96
4124020,2016,1176,439,535,974,202,64,65.91,76.87
4124053,2016,2390,279,1238,1517,873,8,71.62,91.88
4124103,2016,3677,1368,1586,2954,723,138,76.42,83.61
4124202,2016,232,71,81,152,80,17,63.04,68.77
4124301,2016,443,135,180,315,128,27,82.03,92.37
4124400,2016,2125,801,906,1707,418,24,71.52,80.67
4124509,2016,190,33,106,139,51,0,75.09,86.87
4124608,2016,514,178,257,435,79,2,74.6,83.65
4124707,2016,1406,587,602,1189,217,5,77.12,83.08
4124806,2016,708,143,330,473,235,25,64.3,70.7
4124905,2016,716,337,265,602,114,60,83.74,90.39
4125001,2016,1461,489,749,1238,223,166,79.66,90.43
4125100,2016,1515,527,694,1221,294,4,70.79,75.88
4125209,2016,1010,295,478,773,237,10,72.71,84.29
4125308,2016,427,117,213,330,97,23,77.91,92.43
4125357,2016,466,154,210,364,102,33,63.05,84.45
4125407,2016,974,338,434,772,202,31,81.64,99.35
4125456,2016,487,199,194,393,94,46,70.99,82.91
4125506,2016,20479,6446,7883,14329,6150,1134,69.3,78.3
4125555,2016,127,46,53,99,28,13,51.83,67.34
4125605,2016,3768,1390,1672,3062,706,97,72.57,84.25
4125704,2016,2831,667,1221,1888,943,56,69.78,79.29
4125753,2016,650,281,246,527,123,60,78.03,88.12
4125803,2016,940,383,313,696,244,146,77.49,88.1
4125902,2016,418,92,160,252,166,3,94.35,101.2
4126009,2016,1167,397,472,869,298,97,84.01,93.24
4126108,2016,502,172,148,320,182,29,69.43,76.55
4126207,2016,826,293,381,674,152,19,70.17,78.64
4126256,2016,4362,719,2478,3197,1165,20,54.09,60.08
4126272,2016,616,268,229,497,119,2,65.6,81.47
4126306,2016,2333,837,943,1780,553,153,75.47,80.57
4126355,2016,267,73,120,193,74,1,58.68,70.95
4126405,2016,660,110,315,425,235,9,76.65,90.61
4126504,2016,1034,447,452,899,135,149,66.7,73.74
4126603,2016,1682,585,760,1345,337,134,67.41,75.56
4126652,2016,495,139,153,292,203,21,78.57,92.4
4126678,2016,1218,497,498,995,223,23,75.09,85.7
4126702,2016,320,112,166,278,42,1,63.87,73.54
4126801,2016,833,246,320,566,267,79,63.01,78.5
4126900,2016,499,176,236,412,87,11,69.69,80.31
4127007,2016,1317,619,534,1153,164,51,73.69,79.84
4127106,2016,4343,1609,2012,3621,722,405,70.88,76.53
4127205,2016,861,244,399,643,218,81,64.83,78.79
4127304,2016,1452,255,583,838,614,32,72.16,79.58
4127403,2016,1066,228,541,769,297,11,74.91,84.59
4127502,2016,2870,1979,673,2652,218,915,72.03,77.68
4127601,2016,1782,1317,369,1686,96,270,75.54,78.85
4127700,2016,7092,1301,2677,3978,3114,370,69.56,83.71
4127809,2016,948,489,325,814,134,88,76.76,82.89
4127858,2016,1484,897,343,1240,244,86,68.95,80.31
4127882,2016,1094,487,450,937,157,45,77.69,83.14
4127908,2016,714,174,309,483,231,16,68.52,71.87
4127957,2016,725,283,227,510,215,25,76.71,81.99
4127965,2016,2017,1139,707,1846,171,109,77.45,82.74
4128005,2016,2056,817,763,1580,476,325,68.39,76.1
4128104,2016,7295,1859,2764,4623,2672,786,66.28,83.64
4128203,2016,4786,1896,1875,3771,1015,228,67.86,80.06
4128302,2016,267,73,124,197,70,9,75.42,88.34
4128401,2016,1364,442,675,1117,247,86,77.8,87.95
4128500,2016,2158,799,905,1704,454,56,79.3,85.2
4128534,2016,1418,785,469,1254,164,168,82.39,87.87
4128559,2016,919,268,434,702,217,57,68.12,77.56
4128609,2016,803,441,239,680,123,43,70.68,81.04
4128625,2016,477,158,178,336,141,52,64.37,78.68
4128633,2016,846,709,121,830,16,87,74.6,76.21
4128658,2016,548,214,199,413,135,0,79.42,87.87
4128708,2016,709,287,275,562,147,14,80.93,89.77
4128807,2016,524,95,323,418,106,3,67.96,78.71
4200051,2016,349,122,92,214,135,21,66.98,77.81
4200101,2016,2306,1502,384,1886,420,162,73.43,77.86
4200200,2016,385,64,182,246,139,16,56.95,74.54
4200309,2016,78,31,24,55,23,6,17.6,27.63
4200408,2016,413,51,181,232,181,2,62.67,67.05
4200507,2016,462,208,123,331,131,56,65.81,76.62
4200556,2016,89,22,33,55,34,2,48.1,63.95
4200606,2016,117,33,48,81,36,15,52.46,60
4200705,2016,655,291,218,509,146,44,52.35,57.25
4200754,2016,66,14,24,38,28,2,40.74,59.37
4200804,2016,344,186,123,309,35,5,60.45,69.9
4200903,2016,225,69,92,161,64,4,56.81,61.45
4201000,2016,652,472,131,603,49,7,57.59,58.65
4201109,2016,177,81,85,166,11,10,62.32,66.66
4201208,2016,162,73,53,126,36,5,61.13,61.46
4201257,2016,215,142,57,199,16,20,73.88,77.13
4201273,2016,194,28,47,75,119,4,43.89,54.34
4201307,2016,1253,411,571,982,271,47,69.57,74.5
4201406,2016,2120,596,999,1595,525,109,51.97,59.18
4201505,2016,257,151,71,222,35,101,40.09,60.98
4201604,2016,128,35,44,79,49,6,49.8,55.63
4201653,2016,104,35,36,71,33,3,49.52,65.74
4201703,2016,135,39,57,96,39,3,67.16,86.48
4201802,2016,159,55,44,99,60,22,43.56,55.3
4201901,2016,131,30,46,76,55,2,36.79,52.41
4201950,2016,922,280,446,726,196,18,71.47,75.46
4202008,2016,1281,325,431,756,525,77,54.76,59.34
4202057,2016,783,463,159,622,161,76,75.94,77.84
4202073,2016,853,283,322,605,248,31,59.73,67.14
4202081,2016,393,136,109,245,148,13,68.11,85.06
4202099,2016,145,78,36,114,31,3,52.34,71.69
4202107,2016,1404,606,343,949,455,89,79.27,89.61
4202131,2016,497,343,132,475,22,7,65.39,68.84
4202156,2016,203,58,97,155,48,0,66.12,83.33
4202206,2016,107,56,27,83,24,18,65.24,64.34
4202305,2016,1906,1009,588,1597,309,433,47.08,56.39
4202404,2016,6401,2848,1722,4570,1831,1573,61.21,72.92
4202438,2016,319,181,99,280,39,21,54.15,63.06
4202453,2016,765,325,225,550,215,190,62.29,71.8
4202503,2016,368,211,111,322,46,63,75.87,78.72
4202537,2016,262,169,50,219,43,60,55.39,63.29
4202578,2016,163,65,36,101,62,16,57.8,65.16
4202602,2016,698,368,224,592,106,57,62.65,68.51
4202701,2016,292,69,70,139,153,24,45.13,75.13
4202800,2016,1179,432,378,810,369,73,57.45,69.82
4202859,2016,104,12,39,51,53,1,71.23,87.93
4202875,2016,292,181,70,251,41,2,59.34,65.19
4202909,2016,2845,1197,1099,2296,549,421,50.37,65.5
4203006,2016,4593,1118,1717,2835,1758,84,71.13,78.9
4203105,2016,466,268,57,325,141,128,59.89,53.19
4203154,2016,567,301,166,467,100,13,61.69,70.22
4203204,2016,2312,1148,798,1946,366,119,53.38,58.14
4203253,2016,108,45,46,91,17,9,57.44,56.52
4203303,2016,545,222,200,422,123,71,59.69,67.62
4203402,2016,819,131,486,617,202,7,59.43,68.1
4203501,2016,1045,488,273,761,284,31,72.56,77.97
4203600,2016,1537,276,665,941,596,17,53.4,60.12
4203709,2016,934,617,184,801,133,243,54.42,61.23
4203808,2016,3889,1231,1321,2552,1337,221,76.55,82.96
4203907,2016,592,168,202,370,222,43,49.78,61.35
4203956,2016,771,137,394,531,240,27,60.85,70.8
4204004,2016,672,186,296,482,190,34,58.08,66.39
4204103,2016,390,263,67,330,60,85,56.68,72.84
4204152,2016,258,125,93,218,40,14,56.57,72.9
4204178,2016,499,257,148,405,94,15,72.63,78.03
4204194,2016,126,45,61,106,20,1,41.44,56.38
4204202,2016,6400,3001,2406,5407,993,61,63.47,71.65
4204251,2016,665,328,212,540,125,137,57.52,78.6
4204301,2016,2079,778,658,1436,643,173,64.28,75.49
4204350,2016,160,62,41,103,57,10,59.92,65.6
4204400,2016,398,162,91,253,145,7,52.09,63.56
4204459,2016,282,77,83,160,122,14,75.4,73.73
4204509,2016,468,171,184,355,113,45,62.48,76.18
4204558,2016,1342,721,402,1123,219,247,71.42,75.98
4204608,2016,5511,2594,1647,4241,1270,939,65.19,70.93
4204707,2016,526,192,182,374,152,54,51.31,70.03
4204756,2016,28,13,11,24,4,0,28.57,53.33
4204806,2016,3472,1065,1321,2386,1086,177,73.03,76.4
4204905,2016,246,110,91,201,45,9,39.1,65.47
4205001,2016,716,360,231,591,125,5,50.42,59.33
4205100,2016,81,47,14,61,20,14,68.06,71.76
4205159,2016,21,5,10,15,6,1,28.37,26.31
4205175,2016,599,383,144,527,72,78,72.6,75.93
4205191,2016,287,77,97,174,113,17,62.12,65.41
4205209,2016,448,55,176,231,217,9,70,75.98
4205308,2016,753,284,265,549,204,46,65.64,73.69
4205357,2016,154,32,66,98,56,2,58.77,96.07
4205407,2016,13071,4274,4525,8799,4272,972,59.9,64.9
4205431,2016,195,151,28,179,16,47,55.24,67.8
4205456,2016,877,366,343,709,168,120,57.58,62.79
4205506,2016,2045,719,746,1465,580,44,52.91,57.42
4205555,2016,218,98,78,176,42,40,62.1,71.83
4205605,2016,392,207,99,306,86,46,82.87,88.43
4205704,2016,1531,671,475,1146,385,82,73.14,78.7
4205803,2016,1065,532,329,861,204,53,69.69,76.53
4205902,2016,2311,509,929,1438,873,113,72.62,79.93
4206009,2016,495,387,69,456,39,105,55.12,57.5
4206108,2016,277,85,85,170,107,8,57.94,68.82
4206207,2016,269,117,124,241,28,1,50.18,54.03
4206306,2016,470,280,147,427,43,68,49.84,67.56
4206405,2016,437,100,149,249,188,0,57.34,77.57
4206504,2016,1861,520,684,1204,657,178,77.73,90.32
4206603,2016,376,125,132,257,119,9,82.27,89.54
4206652,2016,238,134,67,201,37,36,36.11,49.87
4206702,2016,1122,365,428,793,329,133,69.21,78.12
4206751,2016,95,28,46,74,21,2,53.07,60.16
4206801,2016,225,82,68,150,75,33,51.48,65.78
4206900,2016,554,134,274,408,146,27,67.39,75.83
4207007,2016,2225,946,790,1736,489,318,73.38,82.11
4207106,2016,377,172,119,291,86,53,62.72,68.79
4207205,2016,1153,635,283,918,235,160,71.61,75.43
4207304,2016,1635,923,432,1355,280,230,53.99,57.19
4207403,2016,568,239,217,456,112,4,71.62,77.41
4207502,2016,1208,510,477,987,221,256,59.07,71.21
4207577,2016,52,15,9,24,28,2,55.31,68.57
4207601,2016,228,36,64,100,128,2,61.45,61.34
4207650,2016,250,86,79,165,85,22,47.52,69.03
4207684,2016,804,555,159,714,90,7,68.71,78.89
4207700,2016,226,77,83,160,66,0,42.32,56.33
4207759,2016,330,88,127,215,115,4,52.96,70.72
4207809,2016,915,183,365,548,367,29,64.75,75.17
4207858,2016,165,59,75,134,31,23,63.46,74.86
4207908,2016,742,437,195,632,110,15,61.42,71.01
4208005,2016,560,183,110,293,267,20,64.59,75.9
4208104,2016,1220,578,484,1062,158,78,62.91,73.39
4208203,2016,4943,1901,1694,3595,1348,408,59.61,67.07
4208302,2016,1917,915,658,1573,344,90,71.21,75.95
4208401,2016,527,134,145,279,248,3,53.66,69.23
4208450,2016,766,209,235,444,322,30,55.62,53.68
4208500,2016,686,152,369,521,165,8,46.54,64.32
4208609,2016,186,52,81,133,53,3,50.27,67.85
4208708,2016,555,291,160,451,104,54,53.46,58.8
4208807,2016,640,194,300,494,146,38,65.77,72.54
4208906,2016,6527,1417,2130,3547,2980,528,72.25,86.82
4208955,2016,106,40,39,79,27,1,52.21,79
4209003,2016,1023,358,348,706,317,139,58.75,71.09
4209102,2016,16237,5879,5434,11313,4924,2319,68.09,76.54
4209151,2016,379,182,108,290,89,64,71.24,79.01
4209177,2016,256,90,50,140,116,16,54.23,76.5
4209201,2016,98,15,31,46,52,4,58.33,69.69
4209300,2016,12636,5938,3793,9731,2905,1700,71.4,78
4209409,2016,1404,284,729,1013,391,13,52.09,54.93
4209458,2016,97,43,41,84,13,4,49.48,72.41
4209508,2016,207,64,72,136,71,28,37.09,55.06
4209607,2016,659,291,213,504,155,108,73.3,78.99
4209706,2016,1897,784,788,1572,325,41,79.1,85.52
4209805,2016,270,148,64,212,58,3,62.06,66.45
4209854,2016,155,52,45,97,58,13,32.56,48.01
4209904,2016,418,64,164,228,190,14,54.71,60.63
4210001,2016,346,92,155,247,99,18,65.4,79.93
4210035,2016,304,23,86,109,195,4,45.37,54.5
4210050,2016,34,24,9,33,1,4,24.63,33.33
4210100,2016,2663,1023,1120,2143,520,257,54.19,67.96
4210209,2016,284,153,68,221,63,37,65.74,74.41
4210308,2016,612,205,315,520,92,13,85.83,86.52
4210407,2016,576,232,109,341,235,135,65.75,68.2
4210506,2016,768,194,291,485,283,26,50.62,62.98
4210555,2016,102,34,36,70,32,2,52.04,79.54
4210605,2016,366,120,119,239,127,15,69.98,74.22
4210704,2016,433,107,169,276,157,14,66.61,75
4210803,2016,511,457,30,487,24,227,75.48,81.98
4210852,2016,314,85,91,176,138,28,63.56,78.22
4210902,2016,288,57,83,140,148,25,74.03,87.5
4211009,2016,761,119,258,377,384,6,80.27,88.29
4211058,2016,908,390,334,724,184,20,63.36,66.72
4211108,2016,604,295,244,539,65,5,64.59,65.33
4211207,2016,721,215,321,536,185,98,57.31,73.52
4211256,2016,223,117,69,186,37,20,55.47,67.88
4211306,2016,1831,1103,528,1631,200,56,60.5,64.98
4211405,2016,216,103,68,171,45,17,69,77.72
4211454,2016,305,93,121,214,91,33,56.79,73.03
4211504,2016,313,149,89,238,75,76,51.06,56.66
4211603,2016,541,184,131,315,226,63,47.49,62.87
4211652,2016,149,86,41,127,22,28,67.11,74.26
4211702,2016,901,536,179,715,186,26,70.88,74.94
4211751,2016,827,327,231,558,269,111,70.92,76.43
4211801,2016,221,44,76,120,101,5,41.85,50
4211850,2016,214,123,46,169,45,16,53.5,64.5
4211876,2016,238,96,83,179,59,3,73.45,86.05
4211892,2016,291,96,133,229,62,29,72.75,78.42
4211900,2016,6483,1722,2481,4203,2280,249,58.1,70.81
4212007,2016,643,314,245,559,84,33,71.84,78.95
4212056,2016,127,53,40,93,34,12,61.65,66.9
4212106,2016,727,327,247,574,153,47,52.87,62.52
4212205,2016,996,330,550,880,116,39,58.62,62.1
4212239,2016,332,160,89,249,83,23,65.74,73.23
4212254,2016,721,400,235,635,86,83,66.51,73.58
4212270,2016,483,331,122,453,30,121,63.38,69.16
4212304,2016,293,175,74,249,44,34,66.13,69.55
4212403,2016,275,45,106,151,124,15,69.97,88.82
4212502,2016,839,241,304,545,294,30,54.3,60.15
4212601,2016,119,22,15,37,82,1,33.9,53.62
4212650,2016,611,442,107,549,62,238,77.73,81.45
4212700,2016,401,89,111,200,201,18,55,60.24
4212809,2016,1074,568,297,865,209,42,70.61,76.82
4212908,2016,475,138,209,347,128,11,50.1,70.52
4213005,2016,146,62,46,108,38,6,50.69,53.46
4213104,2016,102,48,38,86,16,21,50.24,60.56
4213153,2016,185,39,78,117,68,9,58.17,73.58
4213203,2016,468,100,162,262,206,20,77.48,81.36
4213302,2016,416,167,150,317,99,14,74.15,79.64
4213351,2016,281,97,135,232,49,0,60.3,63.73
4213401,2016,1014,599,268,867,147,315,59.5,67.89
4213500,2016,649,457,134,591,58,280,63.62,71.46
4213609,2016,1788,703,495,1198,590,42,65.01,78.24
4213708,2016,249,121,81,202,47,30,47.06,52.33
4213807,2016,534,357,137,494,40,146,60.88,70.07
4213906,2016,112,37,12,49,63,11,63.63,76.56
4214003,2016,158,76,36,112,46,32,57.87,60.21
4214102,2016,162,51,43,94,68,18,53.64,56.96
4214151,2016,203,47,68,115,88,4,55.92,84.55
4214201,2016,366,237,90,327,39,35,48.67,62.16
4214300,2016,88,43,33,76,12,15,44.44,52.05
4214409,2016,538,271,110,381,157,71,65.29,73.83
4214508,2016,227,40,112,152,75,5,53.66,72.03
4214607,2016,256,91,82,173,83,21,44.44,64.31
4214706,2016,197,91,77,168,29,12,51.84,60.86
4214805,2016,1671,634,595,1229,442,43,56.03,70.1
4214904,2016,77,35,29,64,13,11,28.51,61.53
4215000,2016,1276,386,635,1021,255,9,63.89,66.34
4215059,2016,201,133,53,186,15,19,58.09,62.83
4215075,2016,232,124,74,198,34,14,43.93,64.7
4215109,2016,109,43,38,81,28,7,63.74,63.28
4215208,2016,446,193,119,312,134,66,57.4,69.95
4215307,2016,127,42,47,89,38,11,41.63,58.94
4215356,2016,279,128,84,212,67,24,43.18,66.04
4215406,2016,167,69,54,123,44,26,51.7,53.47
4215455,2016,415,187,108,295,120,32,53,57.84
4215505,2016,1330,757,400,1157,173,33,66.76,72.81
4215554,2016,183,21,38,59,124,3,58.28,64.83
4215604,2016,133,23,37,60,73,4,71.89,82.19
4215653,2016,370,269,61,330,40,39,49.26,50.22
4215679,2016,238,156,59,215,23,10,40.89,44.05
4215687,2016,306,140,101,241,65,33,60.71,79.27
4215695,2016,117,15,34,49,68,1,50.64,54.44
4215703,2016,691,222,252,474,217,2,51.76,70.53
4215752,2016,223,112,82,194,29,3,64.45,66.66
4215802,2016,1908,771,703,1474,434,265,65.67,73.33
4215901,2016,136,94,33,127,9,0,63.84,79.37
4216008,2016,361,125,148,273,88,7,73.37,79.13
4216057,2016,389,164,146,310,79,37,66.26,78.28
4216107,2016,1032,300,384,684,348,53,76.44,80
4216206,2016,2649,960,813,1773,876,61,60.99,66.85
4216255,2016,208,37,63,100,108,0,55.76,76.33
4216305,2016,1742,446,609,1055,687,13,60.61,76.56
4216354,2016,90,17,36,53,37,5,41.47,55.78
4216404,2016,718,272,254,526,192,17,68.83,76.23
4216503,2016,1490,392,656,1048,442,74,70.98,75.55
4216602,2016,3931,1909,1525,3434,497,589,54.53,60.89
4216701,2016,594,301,189,490,104,15,57.61,77.04
4216800,2016,692,344,240,584,108,7,61.67,66.59
4216909,2016,860,233,424,657,203,9,60.56,69.67
4217006,2016,294,89,87,176,118,25,63.63,80.36
4217105,2016,136,37,36,73,63,6,65.07,79.34
4217154,2016,57,34,14,48,9,7,25.9,45.71
4217204,2016,1174,321,485,806,368,13,62.68,78.02
4217253,2016,102,35,36,71,31,6,77.86,75.53
4217303,2016,264,76,86,162,102,29,46.64,68.35
4217402,2016,419,126,175,301,118,24,61.89,72.7
4217501,2016,579,178,185,363,216,65,59.44,66.97
4217550,2016,118,29,27,56,62,6,38.94,36.6
4217600,2016,583,97,196,293,290,21,65.35,79.18
4217709,2016,1632,782,482,1264,368,42,58.45,65.86
4217758,2016,224,114,63,177,47,20,48.59,61.03
4217808,2016,542,234,206,440,102,68,55.47,63.49
4217907,2016,354,192,77,269,85,7,46.57,63.59
4217956,2016,151,59,49,108,43,17,43.89,55.1
4218004,2016,1604,785,471,1256,348,205,61.52,68.93
4218103,2016,294,110,126,236,58,19,51.39,62.43
4218202,2016,448,73,188,261,187,5,45.9,50.58
4218251,2016,1009,889,89,978,31,388,70.65,73.64
4218301,2016,1843,923,708,1631,212,112,75.44,79.75
4218350,2016,146,87,20,107,39,58,90.68,92.24
4218400,2016,188,84,52,136,52,21,66.9,75.55
4218509,2016,290,70,114,184,106,24,69.37,84.79
4218608,2016,206,64,82,146,60,24,69.36,84.88
4218707,2016,2374,879,808,1687,687,54,65.38,74.25
4218756,2016,202,34,62,96,106,1,51.92,64
4218806,2016,440,138,187,325,115,21,54.59,59.52
4218855,2016,200,110,65,175,25,1,69.44,81.39
4218905,2016,556,318,160,478,78,75,68.72,71.77
4218954,2016,238,186,37,223,15,72,64.49,69.68
4219002,2016,743,210,218,428,315,54,79.55,80.14
4219101,2016,366,107,161,268,98,24,77.05,89.63
4219150,2016,378,84,143,227,151,15,76.82,83.76
4219176,2016,397,185,103,288,109,13,67.97,76.19
4219200,2016,343,259,54,313,30,8,50.81,72.79
4219309,2016,1487,318,550,868,619,36,50.06,59.98
4219358,2016,354,199,112,311,43,65,56.45,71
4219408,2016,117,28,47,75,42,7,52.7,63.55
4219507,2016,1946,360,609,969,977,21,56.86,69.46
4219606,2016,113,41,36,77,36,1,63.12,64.16
4219705,2016,1501,535,396,931,570,31,65.43,77.38
4219853,2016,257,75,84,159,98,21,57.36,73.95
4220000,2016,805,452,244,696,109,80,64.19,71.02
4300034,2016,315,169,113,282,33,32,53.29,58.87
4300059,2016,215,92,58,150,65,5,66.56,69.44
4300109,2016,1164,758,259,1017,147,172,58.49,68.53
4300208,2016,410,284,91,375,35,95,63.66,72.95
4300307,2016,664,272,280,552,112,8,64.21,80.23
4300406,2016,7132,1258,3730,4988,2144,7,67.37,73.26
4300455,2016,463,237,131,368,95,11,68.08,77.63
4300471,2016,182,43,42,85,97,1,64.31,77.27
4300505,2016,723,160,220,380,343,3,70.95,73.64
4300554,2016,194,64,48,112,82,6,65.54,80
4300570,2016,33,7,17,24,9,3,47.82,72.72
4300604,2016,10737,6161,3325,9486,1251,136,65.58,70.53
4300638,2016,613,413,107,520,93,35,63.72,73.23
4300646,2016,721,346,275,621,100,3,60.03,67.06
4300661,2016,107,57,25,82,25,38,62.94,74.54
4300703,2016,404,26,77,103,301,6,63.72,75.73
4300802,2016,541,165,151,316,225,48,77.28,81.44
4300851,2016,688,200,237,437,251,1,73.34,84.85
4300877,2016,452,224,168,392,60,46,58.02,58.07
4300901,2016,403,70,86,156,247,1,65,73.93
4301008,2016,415,138,117,255,160,45,49.52,64.72
4301057,2016,691,286,182,468,223,100,68.96,75.72
4301073,2016,151,63,44,107,44,7,69.9,74.3
4301107,2016,1374,759,368,1127,247,25,74.55,79.7
4301206,2016,872,435,249,684,188,34,54.91,62.98
4301305,2016,2570,1259,934,2193,377,62,71.76,78.29
4301404,2016,761,300,202,502,259,3,66.46,71
4301503,2016,387,143,132,275,112,26,54.35,67.56
4301552,2016,197,47,71,118,79,3,63.34,77.12
4301602,2016,13147,6709,4595,11304,1843,124,80.4,84.85
4301636,2016,1533,862,371,1233,300,425,80.21,84.8
4301651,2016,166,14,52,66,100,2,36.32,66.66
4301701,2016,617,70,173,243,374,8,67.28,79.67
4301750,2016,409,305,82,387,22,3,47.22,56
4301800,2016,427,270,97,367,60,0,55.59,60.56
4301859,2016,279,119,86,205,74,11,55.91,76.2
4301875,2016,392,213,124,337,55,3,60.77,72.47
4301909,2016,1031,645,260,905,126,148,65.21,69.08
4301925,2016,107,14,37,51,56,2,59.77,78.46
4301958,2016,272,11,51,62,210,0,71.39,88.57
4302006,2016,869,491,311,802,67,7,65.24,74.05
4302055,2016,393,285,48,333,60,147,71.45,82.42
4302105,2016,3659,1320,1248,2568,1091,644,63.33,80.5
4302154,2016,235,108,63,171,64,18,66.76,76.68
4302204,2016,477,64,119,183,294,7,74.64,93.36
4302220,2016,161,95,42,137,24,32,62.16,68.15
4302238,2016,214,118,63,181,33,9,60.45,65.81
4302253,2016,8,3,5,8,0,2,23.52,53.33
4302303,2016,1174,1047,78,1125,49,30,74.53,75.4
4302352,2016,150,72,52,124,26,16,57.25,62.94
4302378,2016,359,210,74,284,75,134,68.9,80.45
4302402,2016,608,303,166,469,139,175,61.04,75.64
4302451,2016,372,241,85,326,46,7,47.14,56.11
4302501,2016,612,215,343,558,54,0,57.51,62.2
4302584,2016,68,50,13,63,5,1,41.71,54.31
4302600,2016,453,283,104,387,66,47,67.51,81.13
4302659,2016,174,58,88,146,28,7,64.44,73
4302709,2016,2084,1396,457,1853,231,398,73.97,79.39
4302808,2016,3206,1836,829,2665,541,82,69.49,76.05
4302907,2016,1821,1547,149,1696,125,932,75.68,77.97
4303004,2016,5611,3336,1457,4793,818,430,63.75,69.37
4303103,2016,4242,2148,1185,3333,909,583,65.26,71.81
4303202,2016,682,293,159,452,230,16,83.27,93.97
4303301,2016,409,241,100,341,68,40,62.06,70.89
4303400,2016,635,206,95,301,334,7,91.1,91.76
4303509,2016,4312,2494,1263,3757,555,15,74,80.76
4303558,2016,208,28,66,94,114,4,54.59,78.99
4303608,2016,551,257,179,436,115,40,56.92,61.49
4303673,2016,176,71,48,119,57,14,75.86,84.39
4303707,2016,342,99,103,202,140,0,65.51,69.41
4303806,2016,467,174,123,297,170,1,66.14,85.1
4303905,2016,2055,249,980,1229,826,4,54.68,58.8
4304002,2016,926,561,225,786,140,46,70.41,84.88
4304101,2016,439,227,98,325,114,45,75.42,83.33
4304200,2016,2224,1161,725,1886,338,118,65.16,73.98
4304309,2016,348,165,115,280,68,4,52.56,76.29
4304358,2016,1264,539,417,956,308,24,63.48,70.39
4304408,2016,2491,1356,705,2061,430,84,62.44,71.24
4304507,2016,4764,2530,1609,4139,625,19,69.2,78.28
4304606,2016,15536,6489,5492,11981,3555,897,56.71,60.51
4304614,2016,470,59,82,141,329,3,92.33,102.91
4304622,2016,242,48,108,156,86,9,85.81,94.54
4304630,2016,2577,1586,701,2287,290,494,65.79,70.52
4304655,2016,375,280,69,349,26,5,66.02,71.95
4304663,2016,2133,1417,469,1886,247,494,61.57,65.14
4304671,2016,347,163,123,286,61,29,75.59,80.79
4304689,2016,943,523,282,805,138,224,70.21,75.09
4304697,2016,464,14,37,51,413,3,95.67,96.22
4304705,2016,4656,1666,1837,3503,1153,30,61.36,72.28
4304713,2016,297,151,131,282,15,9,61.36,67.3
4304804,2016,676,140,235,375,301,41,68.35,84.26
4304853,2016,67,14,26,40,27,0,45.89,61.53
4304903,2016,191,90,47,137,54,30,65.63,76.11
4304952,2016,304,106,94,200,104,13,83.06,91.74
4305009,2016,818,523,194,717,101,67,73.23,81.66
4305108,2016,15504,6935,5171,12106,3398,355,72.59,77.6
4305116,2016,203,26,72,98,105,0,53.42,68.05
4305124,2016,637,306,232,538,99,11,61.78,64.97
4305132,2016,550,228,115,343,207,28,69.88,84.27
4305157,2016,308,152,91,243,65,18,67.69,80.73
4305173,2016,684,408,204,612,72,29,60.1,68.84
4305207,2016,965,251,352,603,362,42,66.14,73.98
4305306,2016,763,156,220,376,387,43,70.38,85.64
