dimensao,nome_canonico,nome_legado,nome_na_fonte,descricao,unidade,escala,tipo,dominio_valido,tipo_real,pct_na,n_distintos,minimo,maximo,n_infinito,confianca_inferencia,revisao_pendente,motivo_revisao,problema,acao,tabela,conceito,obrigatoria
03_meio_ambiente,area_desmatada_bioma_pantanal_km2,desmatado_total_pantanal,desmatado_total_pantanal,"Área total desmatado do município em km², bioma Pantanal",km2,km2,double,"[0,Inf]",numeric,30.303,375,0,7782.2,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,area_desmatada_sobre_area_municipio_razao,proporcao_desmatado,proporcao_desmatado,"Área desmatada acumulada dividida pela área do município. Passa de 1 em alguns casos porque numerador e denominador vêm de fontes diferentes (PRODES e IBGE), com recortes territoriais que não coincidem exatamente.",razao,razao,double,"[0,2]",numeric,30.303,102178,0,1.96832746984144,0,alta,FALSE,,Escala 0-1 sem sufixo; denominador (area_total_municipio) so visivel no codigo (desmatamento.R:67),renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,area_desmatada_municipio_lag1_km2,lag_total_desmatado,lag_total_desmatado,Área total desmatado do município em km² (defasagem de um ano),km2,km2,double,"[0,Inf]",numeric,33.3333,20001,0,14071.2,0,alta,FALSE,,Nome de OPERACAO (lag) em vez de conceito; ordem do lag nao explicita (desmatamento.R:75),renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,variacao_area_desmatada_pct,taxa_crescimento_desmatamento_abs,taxa_crescimento_desmatamento_abs,"Taxa de crescimento anual da area desmatada do municipio, em PERCENTUAL: ((area_desmatada_municipio_km2 - area_desmatada_municipio_lag1_km2) / area_desmatada_municipio_lag1_km2) * 100. NAO e uma area. Confirmado em 122.503 linhas com residuo maximo de 5,8e-11 contra a formula. O dominio nao tem teto porque um municipio que sai de 0,1 km2 desmatado para 11,8 km2 tem crescimento de 11.700%.",percentual,0-100,double,"[0,Inf]",numeric,33.3535,70022,0,678600,0,alta,FALSE,,"CORRIGIDO em 26/07/2026 (auditoria, achado 7): a coluna era publicada como variacao_absoluta_area_desmatada_km2, com unidade km2 e escala fisica, sobre um percentual. O maximo publicado, 678.600, afirmava que um municipio desmatara 678.600 km2 a mais num ano — mais de quatro vezes o maior municipio do pais. Em 99,97% das linhas o erro era indetectavel a olho. Os VALORES nunca estiveram errados e vieram intactos do legado; o defeito era exclusivamente o rotulo.",manter,03_meio_ambiente,,FALSE
03_meio_ambiente,adapta_id_indicador,id,id,Identificador interno do município na base do AdaptaBrasil. Não é o código do IBGE e não serve como chave; existe para rastrear a linha até o arquivo de origem.,identificador,,double,,integer,0,5570,1,5572,0,alta,FALSE,,"Nome maximamente generico (id interno do indicador AdaptaBrasil) que sobrevive ate a base publicada, posicao 97 de renomear_variaveis.R:44",renomear,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_capacidade_investimento_idx,capacidade_investimento_adaptacao,AB1.1,Capacidade de investimento público municipal e renda da população - investimentos em políticas de adaptação e em populações socioeconomicamente vulneráveis ,indice,indice,double,,numeric,0,61,0.07,0.69,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_capacidade_investimento_cat,capacidade_investimento_adaptacao_classe,AB1.2,Capacidade de investimento público municipal e renda da população - investimentos em políticas de adaptação e em populações socioeconomicamente vulneráveis (CLASSE),classe,categoria,character,,character,0,4,,,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_capacidade_adaptacao_inundacoes_idx,indice_capacidade_adaptacao_inundacoes_enxurradas,AB2.1,"Índice de capacidade adaptativa para inundações, enxurradas e alagamentos ",indice,indice,double,"[0,1]",numeric,0,101,0,1,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_capacidade_adaptacao_inundacoes_cat,indice_capacidade_adaptacao_inundacoes_enxurradas_classe,AB2.2,"Índice de capacidade adaptativa para inundações, enxurradas e alagamentos  (CLASSE)",classe,categoria,character,,character,0,5,,,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_risco_inundacoes_idx,indice_risco_inundacoes_enxurradas,AB3.1,"Índice de Risco para inundações, enxurradas e alagamentos ",indice,indice,double,,numeric,0.018,100,0,1,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_risco_inundacoes_cat,indice_risco_inundacoes_enxurradas_classe,AB3.2,"Índice de Risco para inundações, enxurradas e alagamentos (CLASSE)",classe,categoria,character,,character,0,6,,,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_vulnerabilidade_inundacoes_idx,indice_vulnerabilidade_inundacoes_enxurradas,AB4.1,"Índice de vulnerabilidade para inundações, enxurradas e alagamentos",indice,indice,double,"[0,1]",numeric,0,101,0,1,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_vulnerabilidade_inundacoes_cat,indice_vulnerabilidade_inundacoes_enxurradas_classe,AB4.2,"Índice de vulnerabilidade para inundações, enxurradas e alagamentos (CLASSE)",classe,categoria,character,,character,0,5,,,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_adesao_cidades_resilientes_idx,cidades_resilientes,AB6.1,Adesão ao Programa Cidades Resilientes ,indice,indice,double,,numeric,0.018,10,0.13,0.44,0,alta,FALSE,,Nome plural que parece uma lista/contagem de cidades; e o indicador de adesao do municipio ao programa (AB6.1),renomear,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_adesao_cidades_resilientes_cat,cidades_resilientes_classe,AB6.2,Adesão ao Programa Cidades Resilientes (CLASSE),classe,categoria,character,,character,0,4,,,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_capacidade_recursos_hidricos_idx,indice_capacidade_adaptativa_recursos_hidricos,AB7.1,Índice de capacidade adaptativa - recursos hídricos,indice,indice,double,"[0,1]",numeric,0,92,0,0.97,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_capacidade_recursos_hidricos_cat,indice_capacidade_adaptativa_recursos_hidricos_classe,AB7.2,Índice de capacidade adaptativa - recursos hídricos (CLASSE),classe,categoria,character,,character,0,5,,,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_risco_seca_idx,indice_risco_seca,AB8.1,Índice de risco de impacto para seca,indice,indice,double,"[0,1]",numeric,0,84,0,0.86,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_risco_seca_cat,indice_risco_seca_classe,AB8.2,Índice de risco de impacto para seca (CLASSE),classe,categoria,character,,character,0,5,,,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_vulnerabilidade_seca_idx,indice_vulnerabilidade_seca,AB9.1,Índice de vulnerabilidade - seca ,indice,indice,double,"[0,1]",numeric,0,101,0,1,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
03_meio_ambiente,adapta_vulnerabilidade_seca_cat,indice_vulnerabilidade_seca_classe,AB9.2,Índice de vulnerabilidade - seca (CLASSE),classe,categoria,character,,character,0,5,,,0,alta,FALSE,,,manter,03_meio_ambiente/adaptabrasil,,FALSE
04_economia,pib_brl2023,pib,pib,PIB municipal (deflacionado dez/23),BRL de dezembro de 2023,brl,double,,integer64,0,107443,2.61311320085435e-317,4.45145229995054e-312,0,baixa,TRUE,"fator de bloco inteiro na serie monetaria, confirmado contra a origem","DEFEITO ABERTO (auditoria 26/07/2026, achado 1): a serie NAO esta em reais de dezembro de 2023. Sao valores nominais em reais correntes multiplicados por um fator INTEIRO que muda por bloco de anos — 4 em 1999-2000, 3 em 2001-2003, 2 em 2004-2010 e 1 de 2011 em diante. Isso produz quedas artificiais de 17,2% em 2001, 24,0% em 2004 e 43,7% em 2011 na soma nacional. CONFIRMADO CONTRA A ORIGEM em 26/07/2026: a consulta a basedosdados.br_ibge_pib.municipio devolve UMA linha por municipio-ano (sem duplicacao la) e a razao publicado/origem e exatamente 3,0000 em 2002-2003, 2,0000 em 2004-2010 e 1,0000 de 2011 em diante. NAO USE em regressao sem efeito fixo de ano, em grafico de serie, em taxa de crescimento acumulada nem em qualquer comparacao antes/depois de 2011: um crescimento real de 12,6% em 2011 aparece como queda de 43,7%. A correcao exige decisao do responsavel pela dimensao — ver auditoria/RELATORIO-FINAL.md.",revisar,04_economia,,FALSE
04_economia,impostos_liquidos_brl2023,impostos_liquidos,impostos_liquidos,"Impostos, líquidos de subsídios, sobre produtos a preços correntes (deflacionado dez/23)",BRL de dezembro de 2023,brl,double,,integer64,0,49368,9.88131291682493e-321,8.4307550539427e-313,0,baixa,TRUE,"fator de bloco inteiro na serie monetaria, confirmado contra a origem","DEFEITO ABERTO (auditoria 26/07/2026, achado 1): a serie NAO esta em reais de dezembro de 2023. Sao valores nominais em reais correntes multiplicados por um fator INTEIRO que muda por bloco de anos — 4 em 1999-2000, 3 em 2001-2003, 2 em 2004-2010 e 1 de 2011 em diante. Isso produz quedas artificiais de 17,2% em 2001, 24,0% em 2004 e 43,7% em 2011 na soma nacional. CONFIRMADO CONTRA A ORIGEM em 26/07/2026: a consulta a basedosdados.br_ibge_pib.municipio devolve UMA linha por municipio-ano (sem duplicacao la) e a razao publicado/origem e exatamente 3,0000 em 2002-2003, 2,0000 em 2004-2010 e 1,0000 de 2011 em diante. NAO USE em regressao sem efeito fixo de ano, em grafico de serie, em taxa de crescimento acumulada nem em qualquer comparacao antes/depois de 2011: um crescimento real de 12,6% em 2011 aparece como queda de 43,7%. A correcao exige decisao do responsavel pela dimensao — ver auditoria/RELATORIO-FINAL.md.",revisar,04_economia,,FALSE
04_economia,valor_adicionado_bruto_brl2023,va,va,Valor adicionado bruto a preços correntes total (deflacionado dez/23),BRL de dezembro de 2023,brl,double,,integer64,0,106249,2.56568289885359e-317,3.60837679455627e-312,0,baixa,TRUE,"fator de bloco inteiro na serie monetaria, confirmado contra a origem","DEFEITO ABERTO (auditoria 26/07/2026, achado 1): a serie NAO esta em reais de dezembro de 2023. Sao valores nominais em reais correntes multiplicados por um fator INTEIRO que muda por bloco de anos — 4 em 1999-2000, 3 em 2001-2003, 2 em 2004-2010 e 1 de 2011 em diante. Isso produz quedas artificiais de 17,2% em 2001, 24,0% em 2004 e 43,7% em 2011 na soma nacional. CONFIRMADO CONTRA A ORIGEM em 26/07/2026: a consulta a basedosdados.br_ibge_pib.municipio devolve UMA linha por municipio-ano (sem duplicacao la) e a razao publicado/origem e exatamente 3,0000 em 2002-2003, 2,0000 em 2004-2010 e 1,0000 de 2011 em diante. NAO USE em regressao sem efeito fixo de ano, em grafico de serie, em taxa de crescimento acumulada nem em qualquer comparacao antes/depois de 2011: um crescimento real de 12,6% em 2011 aparece como queda de 43,7%. A correcao exige decisao do responsavel pela dimensao — ver auditoria/RELATORIO-FINAL.md.",revisar,04_economia,,FALSE
04_economia,valor_adicionado_agropecuaria_brl2023,va_agropecuaria,va_agropecuaria,Valor adicionado bruto a preços correntes da agropecuária (deflacionado dez/23),BRL de dezembro de 2023,brl,double,,integer64,0,66090,0,2.47242257347895e-314,0,baixa,TRUE,"fator de bloco inteiro na serie monetaria, confirmado contra a origem","DEFEITO ABERTO (auditoria 26/07/2026, achado 1): a serie NAO esta em reais de dezembro de 2023. Sao valores nominais em reais correntes multiplicados por um fator INTEIRO que muda por bloco de anos — 4 em 1999-2000, 3 em 2001-2003, 2 em 2004-2010 e 1 de 2011 em diante. Isso produz quedas artificiais de 17,2% em 2001, 24,0% em 2004 e 43,7% em 2011 na soma nacional. CONFIRMADO CONTRA A ORIGEM em 26/07/2026: a consulta a basedosdados.br_ibge_pib.municipio devolve UMA linha por municipio-ano (sem duplicacao la) e a razao publicado/origem e exatamente 3,0000 em 2002-2003, 2,0000 em 2004-2010 e 1,0000 de 2011 em diante. NAO USE em regressao sem efeito fixo de ano, em grafico de serie, em taxa de crescimento acumulada nem em qualquer comparacao antes/depois de 2011: um crescimento real de 12,6% em 2011 aparece como queda de 43,7%. A correcao exige decisao do responsavel pela dimensao — ver auditoria/RELATORIO-FINAL.md.",revisar,04_economia,,FALSE
04_economia,valor_adicionado_industria_brl2023,va_industria,va_industria,Valor adicionado bruto a preços correntes da indústria (deflacionado dez/23),BRL de dezembro de 2023,brl,double,,integer64,0,59075,5.92878775009496e-320,6.98776291710837e-313,0,baixa,TRUE,"fator de bloco inteiro na serie monetaria, confirmado contra a origem","DEFEITO ABERTO (auditoria 26/07/2026, achado 1): a serie NAO esta em reais de dezembro de 2023. Sao valores nominais em reais correntes multiplicados por um fator INTEIRO que muda por bloco de anos — 4 em 1999-2000, 3 em 2001-2003, 2 em 2004-2010 e 1 de 2011 em diante. Isso produz quedas artificiais de 17,2% em 2001, 24,0% em 2004 e 43,7% em 2011 na soma nacional. CONFIRMADO CONTRA A ORIGEM em 26/07/2026: a consulta a basedosdados.br_ibge_pib.municipio devolve UMA linha por municipio-ano (sem duplicacao la) e a razao publicado/origem e exatamente 3,0000 em 2002-2003, 2,0000 em 2004-2010 e 1,0000 de 2011 em diante. NAO USE em regressao sem efeito fixo de ano, em grafico de serie, em taxa de crescimento acumulada nem em qualquer comparacao antes/depois de 2011: um crescimento real de 12,6% em 2011 aparece como queda de 43,7%. A correcao exige decisao do responsavel pela dimensao — ver auditoria/RELATORIO-FINAL.md.",revisar,04_economia,,FALSE
04_economia,valor_adicionado_servicos_brl2023,va_servicos,va_servicos,"Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social (deflacionado dez/23)",BRL de dezembro de 2023,brl,double,,integer64,0,83717,4.66397969674137e-318,2.77055539074745e-312,0,baixa,TRUE,"fator de bloco inteiro na serie monetaria, confirmado contra a origem","DEFEITO ABERTO (auditoria 26/07/2026, achado 1): a serie NAO esta em reais de dezembro de 2023. Sao valores nominais em reais correntes multiplicados por um fator INTEIRO que muda por bloco de anos — 4 em 1999-2000, 3 em 2001-2003, 2 em 2004-2010 e 1 de 2011 em diante. Isso produz quedas artificiais de 17,2% em 2001, 24,0% em 2004 e 43,7% em 2011 na soma nacional. CONFIRMADO CONTRA A ORIGEM em 26/07/2026: a consulta a basedosdados.br_ibge_pib.municipio devolve UMA linha por municipio-ano (sem duplicacao la) e a razao publicado/origem e exatamente 3,0000 em 2002-2003, 2,0000 em 2004-2010 e 1,0000 de 2011 em diante. NAO USE em regressao sem efeito fixo de ano, em grafico de serie, em taxa de crescimento acumulada nem em qualquer comparacao antes/depois de 2011: um crescimento real de 12,6% em 2011 aparece como queda de 43,7%. A correcao exige decisao do responsavel pela dimensao — ver auditoria/RELATORIO-FINAL.md. DEFEITO ABERTO (auditoria 26/07/2026, achado 2): de 1999 a 2001 esta coluna INCLUI a administracao publica, que e publicada de novo em valor_adicionado_administracao_publica_brl2023. Nessas 16.574 linhas (13% da tabela) somar os quatro setores dupla-conta o setor publico. De 2002 em diante o 'exclusive administracao publica' passa a valer. A identidade PIB = VAB + impostos liquidos fecha com mediana 1,0000 nos 23 anos, o que descarta a leitura alternativa de que o VAB e que excluiria a administracao publica antes de 2002.",revisar,04_economia,,FALSE
04_economia,valor_adicionado_administracao_publica_brl2023,va_adespss,va_adespss,"Valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social (deflacionado dez/23)",BRL de dezembro de 2023,brl,double,,integer64,0,75927,1.41302774710597e-317,5.7711411850068e-313,0,baixa,TRUE,"fator de bloco inteiro na serie monetaria, confirmado contra a origem","DEFEITO ABERTO (auditoria 26/07/2026, achado 1): a serie NAO esta em reais de dezembro de 2023. Sao valores nominais em reais correntes multiplicados por um fator INTEIRO que muda por bloco de anos — 4 em 1999-2000, 3 em 2001-2003, 2 em 2004-2010 e 1 de 2011 em diante. Isso produz quedas artificiais de 17,2% em 2001, 24,0% em 2004 e 43,7% em 2011 na soma nacional. CONFIRMADO CONTRA A ORIGEM em 26/07/2026: a consulta a basedosdados.br_ibge_pib.municipio devolve UMA linha por municipio-ano (sem duplicacao la) e a razao publicado/origem e exatamente 3,0000 em 2002-2003, 2,0000 em 2004-2010 e 1,0000 de 2011 em diante. NAO USE em regressao sem efeito fixo de ano, em grafico de serie, em taxa de crescimento acumulada nem em qualquer comparacao antes/depois de 2011: um crescimento real de 12,6% em 2011 aparece como queda de 43,7%. A correcao exige decisao do responsavel pela dimensao — ver auditoria/RELATORIO-FINAL.md.",revisar,04_economia,,FALSE
04_economia,sigla_uf_nome,sigla_uf_nome,sigla_uf_nome,"Nome da unidade da federacao por extenso, publicado dentro de 04_economia. O nome da coluna MENTE: o prefixo sigla_ promete a sigla de duas letras e o conteudo e o nome completo. A coluna viola a regra de dono unico do bloco territorial — quem e dono de nome de UF e 00_diretorios/municipios, na coluna nome_uf, e esta aqui a duplica. Mantida publicada porque removar coluna de tabela publicada exige decisao do responsavel; ate la, PREFIRA nome_uf do diretorio.",texto,categorica,character,,character,0,27,,,0,alta,FALSE,,"DEFEITO ABERTO: prefixo sigla_ com conteudo de nome por extenso, e duplicacao do bloco territorial que pertence a 00_diretorios/municipios. acao = remover foi declarada e NAO executada. Confirmado pelo grupo 51 da auditoria de 26/07/2026.",remover,04_economia,,FALSE
04_economia,pib_per_capita_brl2023,pib_per_capita,pib_per_capita,"Produto Interno Bruto a preços correntes (deflacionado dez/23), dividido pela população estimada",R$,monetaria,double,,numeric,0,127736,2169.71853091974,920834.034766697,0,baixa,TRUE,"fator de bloco inteiro na serie monetaria, confirmado contra a origem","DEFEITO ABERTO (auditoria 26/07/2026, achado 1): a serie NAO esta em reais de dezembro de 2023. Sao valores nominais em reais correntes multiplicados por um fator INTEIRO que muda por bloco de anos — 4 em 1999-2000, 3 em 2001-2003, 2 em 2004-2010 e 1 de 2011 em diante. Isso produz quedas artificiais de 17,2% em 2001, 24,0% em 2004 e 43,7% em 2011 na soma nacional. CONFIRMADO CONTRA A ORIGEM em 26/07/2026: a consulta a basedosdados.br_ibge_pib.municipio devolve UMA linha por municipio-ano (sem duplicacao la) e a razao publicado/origem e exatamente 3,0000 em 2002-2003, 2,0000 em 2004-2010 e 1,0000 de 2011 em diante. NAO USE em regressao sem efeito fixo de ano, em grafico de serie, em taxa de crescimento acumulada nem em qualquer comparacao antes/depois de 2011: um crescimento real de 12,6% em 2011 aparece como queda de 43,7%. A correcao exige decisao do responsavel pela dimensao — ver auditoria/RELATORIO-FINAL.md.",revisar,04_economia,,FALSE
04_economia,impostos_sobre_pib_prop,impostos_pib,impostos_pib,"Impostos liquidos sobre o PIB municipal, como proporcao de 0 a 1. Imune a quebra de nivel do PIB (achado 1), porque o fator cancela no quociente: max|dif| de 2,8e-17 contra impostos/pib.",proporcao,0-1,double,"[0,1]",numeric,0,127539,2.3716352424997e-05,0.812895114432243,0,alta,FALSE,,"CORRIGIDO em 26/07/2026 (auditoria, achado 102): publicada como razao_impostos_sobre_pib_prop. O prefixo razao_ foi ACRESCENTADO na harmonizacao (nome antigo impostos_pib), introduzindo no inicio do nome um dos prefixos de grandeza relativa que plano/01 manda eliminar. O sufixo _prop ja carrega a escala.",manter,04_economia,,FALSE
04_economia,participacao_va_administracao_publica_prop,dependencia_adm,dependencia_adm,Divisão entre VA ADESPSS e VA geral,proporcao,0-1,double,"[0,1]",numeric,0,127742,0.00837248799323856,0.957603766002641,0,baixa,TRUE,quebra de definicao em 2002; a soma da particao passa de 1,"DEFEITO ABERTO (auditoria 26/07/2026, achado 2): MUDA DE SIGNIFICADO EM 2002. Em 1999-2001 a soma das quatro participacoes tem mediana 1,2561 e maximo 1,7908, porque valor_adicionado_servicos_brl2023 inclui a administracao publica naqueles anos; de 2002 em diante a soma e exatamente 1,0000. Um estudo de terciarizacao municipal 1999-2021 ve um colapso de 33 pontos percentuais em 2002 que e puramente definicional, e nao economico. As 16.574 linhas de 1999-2001 nao devem ser comparadas com as demais.",revisar,04_economia,,FALSE
04_economia,participacao_va_industria_prop,dependencia_industria,dependencia_industria,Divisão entre VA Indústria e VA geral,proporcao,0-1,double,"[0,1]",numeric,0,127615,0.000244240006513067,0.968713667272591,0,baixa,TRUE,quebra de definicao em 2002; a soma da particao passa de 1,"DEFEITO ABERTO (auditoria 26/07/2026, achado 2): MUDA DE SIGNIFICADO EM 2002. Em 1999-2001 a soma das quatro participacoes tem mediana 1,2561 e maximo 1,7908, porque valor_adicionado_servicos_brl2023 inclui a administracao publica naqueles anos; de 2002 em diante a soma e exatamente 1,0000. Um estudo de terciarizacao municipal 1999-2021 ve um colapso de 33 pontos percentuais em 2002 que e puramente definicional, e nao economico. As 16.574 linhas de 1999-2001 nao devem ser comparadas com as demais.",revisar,04_economia,,FALSE
04_economia,participacao_va_agropecuaria_prop,dependencia_agro,dependencia_agro,Divisão entre VA Agropecuária e VA geral,proporcao,0-1,double,"[0,1]",numeric,0,127671,0,0.934980317119379,0,baixa,TRUE,quebra de definicao em 2002; a soma da particao passa de 1,"DEFEITO ABERTO (auditoria 26/07/2026, achado 2): MUDA DE SIGNIFICADO EM 2002. Em 1999-2001 a soma das quatro participacoes tem mediana 1,2561 e maximo 1,7908, porque valor_adicionado_servicos_brl2023 inclui a administracao publica naqueles anos; de 2002 em diante a soma e exatamente 1,0000. Um estudo de terciarizacao municipal 1999-2021 ve um colapso de 33 pontos percentuais em 2002 que e puramente definicional, e nao economico. As 16.574 linhas de 1999-2001 nao devem ser comparadas com as demais.",revisar,04_economia,,FALSE
04_economia,participacao_va_servicos_prop,dependencia_servicos,dependencia_servicos,Divisão entre VA Serviços e VA geral,proporcao,0-1,double,"[0,1]",numeric,0,127728,0.00990171081019328,0.966622072123516,0,baixa,TRUE,quebra de definicao em 2002; a soma da particao passa de 1,"DEFEITO ABERTO (auditoria 26/07/2026, achado 2): MUDA DE SIGNIFICADO EM 2002. Em 1999-2001 a soma das quatro participacoes tem mediana 1,2561 e maximo 1,7908, porque valor_adicionado_servicos_brl2023 inclui a administracao publica naqueles anos; de 2002 em diante a soma e exatamente 1,0000. Um estudo de terciarizacao municipal 1999-2021 ve um colapso de 33 pontos percentuais em 2002 que e puramente definicional, e nao economico. As 16.574 linhas de 1999-2001 nao devem ser comparadas com as demais.",revisar,04_economia,,FALSE
04_economia,log10_pib_idx,log_pib,log_pib,"Logaritmo DECIMAL (base 10) de o PIB municipal. Adimensional: e uma transformacao de escala, nao um valor monetario. Verificado contra log10() com desvio maximo de 1,8e-15.",adimensional,indice,double,,numeric,0,107443,6.72337356701898,11.9547170671204,0,baixa,TRUE,inferência de escala/unidade a confirmar,"CORRIGIDO em 26/07/2026 (auditoria, achado 48): publicada como ln_*_brl2023, com unidade R$ e escala monetaria. O prefixo ln_ prometia logaritmo natural e o conteudo e log10, e o sufixo _brl2023 prometia reais de dezembro de 2023 sobre um numero sem unidade. O campo problema anterior afirmava a base errada ('e logaritmo natural'), contradizendo a descricao da mesma linha. Herda a quebra de nivel do PIB — ver o achado 1. HERDA O DEFEITO DO ACHADO 1: e o log10 de uma coluna contaminada pelo fator de bloco, entao a serie tem degraus de log10(2) e log10(3) em 2004 e 2011.",manter,04_economia,,FALSE
04_economia,log10_pib_per_capita_idx,log_pib_per_capita,log_pib_per_capita,"Logaritmo DECIMAL (base 10) de o PIB per capita municipal. Adimensional: e uma transformacao de escala, nao um valor monetario. Verificado contra log10() com desvio maximo de 1,8e-15.",adimensional,indice,double,,numeric,0,127736,3.33640339818174,5.96418136279181,0,baixa,TRUE,inferência de escala/unidade a confirmar,"CORRIGIDO em 26/07/2026 (auditoria, achado 48): publicada como ln_*_brl2023, com unidade R$ e escala monetaria. O prefixo ln_ prometia logaritmo natural e o conteudo e log10, e o sufixo _brl2023 prometia reais de dezembro de 2023 sobre um numero sem unidade. O campo problema anterior afirmava a base errada ('e logaritmo natural'), contradizendo a descricao da mesma linha. Herda a quebra de nivel do PIB — ver o achado 1. HERDA O DEFEITO DO ACHADO 1: e o log10 de uma coluna contaminada pelo fator de bloco, entao a serie tem degraus de log10(2) e log10(3) em 2004 e 2011.",manter,04_economia,,FALSE
04_economia,log10_valor_adicionado_bruto_idx,log_valor_adicionado,log_valor_adicionado,"Logaritmo DECIMAL (base 10) de o valor adicionado bruto municipal. Adimensional: e uma transformacao de escala, nao um valor monetario. Verificado contra log10() com desvio maximo de 1,8e-15.",adimensional,indice,double,,numeric,0,106249,6.71541832259506,11.8635272243284,0,baixa,TRUE,inferência de escala/unidade a confirmar,"CORRIGIDO em 26/07/2026 (auditoria, achado 48): publicada como ln_*_brl2023, com unidade R$ e escala monetaria. O prefixo ln_ prometia logaritmo natural e o conteudo e log10, e o sufixo _brl2023 prometia reais de dezembro de 2023 sobre um numero sem unidade. O campo problema anterior afirmava a base errada ('e logaritmo natural'), contradizendo a descricao da mesma linha. Herda a quebra de nivel do PIB — ver o achado 1. HERDA O DEFEITO DO ACHADO 1: e o log10 de uma coluna contaminada pelo fator de bloco, entao a serie tem degraus de log10(2) e log10(3) em 2004 e 2011.",manter,04_economia,,FALSE
05_sociedade,ano_ref_ivs,ano_avs,ano_avs,Ano de realização do Atlas,codigo,identificador,double,,numeric,0,2,2000,2010,0,alta,FALSE,,Sigla opaca (AVS = Atlas da Vulnerabilidade Social); e o ano censitario 2000/2010 replicado sobre 1996-2015 em sociedade.R,renomear,05_sociedade,,FALSE
05_sociedade,ivs_idx,ivs,ivs,Índice de Vulnerabilidade Social,indice de 0 a 1,indice,double,"[0,1]",numeric,0,709,0.09,0.871,0,alta,FALSE,,Sigla sem expansao e sem escala; e uma das colunas consumidas pelo artigo,renomear,05_sociedade/atlas_ivs,,FALSE
05_sociedade,ivs_infraestrutura_urbana_idx,ivs_infraestrutura_urbana,ivs_infraestrutura_urbana,Índice de Vulnerabilidade Social - Dimensão Infraestrutura Urbana,indice de 0 a 1,indice,double,"[0,1]",numeric,0,880,0,1,0,alta,FALSE,,Subindice sem escala no nome,renomear,05_sociedade/atlas_ivs,,FALSE
05_sociedade,ivs_capital_humano_idx,ivs_capital_humano,ivs_capital_humano,Índice de Vulnerabilidade Social - Dimensão Capital Humano,indice de 0 a 1,indice,double,"[0,1]",numeric,0,760,0.122,0.993,0,alta,FALSE,,,manter,05_sociedade/atlas_ivs,,FALSE
05_sociedade,ivs_renda_trabalho_idx,ivs_renda_trabalho,ivs_renda_trabalho,Índice de Vulnerabilidade Social - Dimensão Renda e Trabalho,indice de 0 a 1,indice,double,"[0,1]",numeric,0,743,0.099,0.928,0,alta,FALSE,,,manter,05_sociedade/atlas_ivs,,FALSE
05_sociedade,idhm_idx,idhm,idhm,Índice de Desenvolvimento Humano Municipal,indice de 0 a 1,indice,double,"[0,1]",numeric,0,553,0.208,0.862,0,alta,FALSE,,,manter,05_sociedade/atlas_ivs,,FALSE
05_sociedade,vulnerabilidade_socioeconomica_pct,proporcao_vulnerabilidade_socioeconomica,proporcao_vulnerabilidade_socioeconomica,Proporção das pessoas com renda per capita inferior a meio salario mínimo e gastam mais de uma hora até o trabalho,percentual,0-100,double,"[0,100]",numeric,0,1598,0,53.47,0,alta,FALSE,,Prefixo proporcao_ sem sufixo de escala; escala real 0-100,renomear,05_sociedade/atlas_ivs,,FALSE
05_sociedade,prosperidade_social_cat,prosperidade_social,prosperidade_social,Prosperidade Social,classe,categoria,character,,character,0.0809,5,,,0,alta,FALSE,,"Nome sugere indice numerico, mas o tipo e character (classe categorica)",renomear,05_sociedade/atlas_ivs,,FALSE
