nome_antigo,nome_novo,dimensao,motivo,data,acao,versao_remocao
total_falhas_graves,cgu_constatacoes_falha_grave_i,14_corrupcao,Sem prefixo de fonte; 'falha grave' e vocabulario interno da CGU nao definido na base,,renomear,dados-v2.0.0
montante_fiscalizado,cgu_montante_fiscalizado_brl2023,14_corrupcao,"Sem prefixo, sem unidade e sem indicacao de que esta deflacionado a 12/2023",,renomear,dados-v2.0.0
montante_fiscalizado_falha_grave,cgu_montante_fiscalizado_com_falha_grave_brl2023,14_corrupcao,"Ambiguo entre 'montante fiscalizado onde houve falha grave' e 'montante da falha grave' - e o primeiro, com dupla contagem",,renomear,dados-v2.0.0
prop_falhas_graves,cgu_constatacoes_falha_grave_sobre_total_prop,14_corrupcao,"Nao diz o denominador (constatacoes, incluindo as do tipo 'Informacao'); sem sufixo de escala",,renomear,dados-v2.0.0
montante_falhas_graves,cgu_montante_falha_grave_sobre_fiscalizado_prop,14_corrupcao,"O NOME MENTE: prefixo montante_ sugere valor monetario, mas o conteudo e uma PROPORCAO 0-1 (cgu.R:23). Congelado na base publicada, posicao 406 de renomear_variaveis.R:149",,renomear,dados-v2.0.0
ln.pc.receita1920.sd,ln_receita_per_capita_1920_z,15_dados_historicos,"PONTOS como separador, abreviacoes nao explicadas (pc = per capita, sd = padronizado) e ano colado; sobrevive intacto ate a base publicada (renomear_variaveis.R:150)",,renomear,dados-v2.0.0
ln.admpub.1920.sd,ln_administracao_publica_1920_z,15_dados_historicos,Pontos; 'admpub' (administracao publica) nao explicado,,renomear,dados-v2.0.0
ln.forcapub.1920.sd,ln_forca_publica_1920_z,15_dados_historicos,Pontos; 'forcapub' (forca publica) nao explicado,,renomear,dados-v2.0.0
ln.rail1920.sd,ln_ferrovia_1920_z,15_dados_historicos,"Pontos, termo em INGLES (rail) no meio de uma base em portugues e ano colado",,renomear,dados-v2.0.0
amc1920,id_amc_1920,15_dados_historicos,"Sem separador entre conceito e ano, sem prefixo id_; e chave estrangeira para uma malha (952 AMCs, formato '17AMC2097003') que nao existe em nenhuma outra tabela da base",,renomear,dados-v2.0.0
ln.dist.coast.sd,ln_distancia_litoral_km_z,15_dados_historicos,"Pontos e termos em ingles (dist, coast); sem unidade da distancia",,renomear,dados-v2.0.0
ln.dist.capital.sd,ln_distancia_capital_estadual_km_z,15_dados_historicos,Pontos e termos em ingles; nao diz se e capital estadual ou federal,,renomear,dados-v2.0.0
estimativa_ano_fundacao,ano_fundacao_estimado,15_dados_historicos,Colide semanticamente com a coluna 'ano' da chave do painel; e a segunda coluna de ano com significado incompativel na base larga,,renomear,dados-v2.0.0
proporcao_comparecimento_prefeitura,comparecimento_prefeito_pct,16_eleicoes,"Prefixo 'proporcao' com escala 0-100 (16,56 a 99,37) e sufixo de cargo divergente. E uma das colunas consumidas por scripts/artigo",,renomear,dados-v2.0.0
proporcao_votos_nulos_prefeitura,proporcao_votos_brancos_prefeito_pct,16_eleicoes,"O NOME NAO CORRESPONDE AO CONTEUDO: contem votos BRANCOS (mediana 1,264), efeito do rename duplicado em eleicoes_municipais.R:337-338. Publicado assim",,renomear,dados-v2.0.0
proporcao_votos_nulos,proporcao_votos_nulos_prefeito_pct,16_eleicoes,"Unica coluna da dimensao sem sufixo de cargo (e do pleito de prefeito) e carrega o conteudo trocado com a coluna anterior (mediana 4,455 = nulos)",,renomear,dados-v2.0.0
proporcao_comparecimento_camara_vereadores,comparecimento_camara_pct,16_eleicoes,Mesma inconsistencia de escala (0-100 sob prefixo 'proporcao'). E uma das colunas consumidas por scripts/artigo,,renomear,dados-v2.0.0
prefeito_eleito,nome_urna_prefeito_eleito,16_eleicoes,"Guarda NM_URNA_CANDIDATO (nome de urna), nao o nome civil; o dicionario diz apenas 'Nome do prefeito eleito'",,renomear,dados-v2.0.0
partido,sigla_partido_prefeito_eleito,16_eleicoes,"Generico: e o partido do PREFEITO eleito, mas nada no nome diz isso; colide com partido_segundo_colocado e sg_partido_governador_eleito",,renomear,dados-v2.0.0
numero_partido,numero_tse_partido_prefeito_eleito,16_eleicoes,E o codigo TSE do partido do prefeito; o tipo integer sugere quantidade e o nome nao distingue de numero_segundo_colocado,,renomear,dados-v2.0.0
pct_votos_eleito,votos_prefeito_eleito_prop,16_eleicoes,"Sem sufixo de cargo e prefixo pct_ com escala 0-1 (0. Funcoes.Rmd:87), enquanto pct_votos_governador_* esta em 0-100",,renomear,dados-v2.0.0
numero_segundo_colocado,numero_tse_partido_segundo_colocado,16_eleicoes,"Idem: codigo TSE tipado como integer, nome sugere quantidade",,renomear,dados-v2.0.0
pct_votos_segundo_colocado,votos_segundo_colocado_prefeito_prop,16_eleicoes,"Mesmo defeito: pct_ em escala 0-1, sem cargo",,renomear,dados-v2.0.0
sg_partido_governador_segundo_lugar,sigla_partido_governador_segundo_colocado,16_eleicoes,'segundo_lugar' contra 'segundo_colocado' para o mesmo conceito na MESMA tabela; prefixo sg_ do TSE preservado,,renomear,dados-v2.0.0
pct_votos_governador_eleito,votos_governador_eleito_pct,16_eleicoes,"Prefixo pct_ em escala 0-100 (0. Funcoes.Rmd:317), contradizendo pct_votos_eleito no mesmo painel",,renomear,dados-v2.0.0
alinhado_partido_governador,flag_alinhamento_partidario_governador,16_eleicoes,Flag sem prefixo de tipo; a variante documentada alinhado_coalizao_governador e calculada (2.Criando:152-156) e nunca chega a base,,renomear,dados-v2.0.0
total_pessoas_afetadas_climatologicos,s2id_pessoas_afetadas_climatologicos_i,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_danos_materiais_climatologicos,s2id_danos_materiais_climatologicos_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_prejuizos_publicos_climatologicos,s2id_prejuizos_publicos_climatologicos_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_prejuizos_privados_climatologicos,s2id_prejuizos_privados_climatologicos_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_pessoas_afetadas_hidrologicos,s2id_pessoas_afetadas_hidrologicos_i,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_danos_materiais_hidrologicos,s2id_danos_materiais_hidrologicos_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_prejuizos_publicos_hidrologicos,s2id_prejuizos_publicos_hidrologicos_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_prejuizos_privados_hidrologicos,s2id_prejuizos_privados_hidrologicos_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_pessoas_afetadas_meteorologicos,s2id_pessoas_afetadas_meteorologicos_i,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_danos_materiais_meteorologicos,s2id_danos_materiais_meteorologicos_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_prejuizos_publicos_meteorologicos,s2id_prejuizos_publicos_meteorologicos_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_prejuizos_privados_meteorologicos,s2id_prejuizos_privados_meteorologicos_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_pessoas_afetadas_outros,s2id_pessoas_afetadas_outros_i,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_danos_materiais_outros,s2id_danos_materiais_outros_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_prejuizos_publicos_outros,s2id_prejuizos_publicos_outros_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_prejuizos_privados_outros,s2id_prejuizos_privados_outros_brl2023,03_meio_ambiente,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_receitas,siconfi_receitas_totais_brl2023,06_financas,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_instituicoes_estaduais,censup_ies_estaduais_i,09_educacao,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_instituicoes_municipais,censup_ies_municipais_i,09_educacao,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_instituicoes_privada_com_fins_lucrativos,censup_ies_privadas_com_fins_lucrativos_i,09_educacao,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_instituicoes_privada_sem_fins_lucrativos,censup_ies_privadas_sem_fins_lucrativos_i,09_educacao,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_instituicoes_privada_particular,censup_ies_privadas_particulares_i,09_educacao,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_instituicoes_especial,censup_ies_especiais_i,09_educacao,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_instituicoes_privada_comunitaria,censup_ies_privadas_comunitarias_i,09_educacao,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_instituicoes_privada_confessional,censup_ies_privadas_confessionais_i,09_educacao,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_feminino,sim_obitos_feminino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_masculino,sim_obitos_masculino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_feminino,sim_obitos_homicidio_feminino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_masculino,sim_obitos_homicidio_masculino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_alcool_feminino,sim_obitos_alcool_feminino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_alcool_masculino,sim_obitos_alcool_masculino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_branca,sim_obitos_branca_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_preta,sim_obitos_preta_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_parda,sim_obitos_parda_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_amarela,sim_obitos_amarela_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_indigena,sim_obitos_indigena_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_preta_feminino,sim_obitos_preta_feminino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_parda_feminino,sim_obitos_parda_feminino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_branca_feminino,sim_obitos_branca_feminino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_amarela_feminino,sim_obitos_amarela_feminino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_indigena_feminino,sim_obitos_indigena_feminino_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_branca,sim_obitos_homicidio_branca_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_preta,sim_obitos_homicidio_preta_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_parda,sim_obitos_homicidio_parda_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_amarela,sim_obitos_homicidio_amarela_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_indigena,sim_obitos_homicidio_indigena_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_domicilio,sim_obitos_homicidio_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_alcool_domicilio,sim_obitos_alcool_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_feminino_domicilio,sim_obitos_homicidio_feminino_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_masculino_domicilio,sim_obitos_homicidio_masculino_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_alcool_feminino_domicilio,sim_obitos_alcool_feminino_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_alcool_masculino_domicilio,sim_obitos_alcool_masculino_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_branca_domicilio,sim_obitos_homicidio_branca_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_preta_domicilio,sim_obitos_homicidio_preta_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_parda_domicilio,sim_obitos_homicidio_parda_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_amarela_domicilio,sim_obitos_homicidio_amarela_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_mortalidade_homicidio_indigena_domicilio,sim_obitos_homicidio_indigena_domicilio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_mortes_intervencao_policial_civil_fora_de_servico,fbsp_mortes_intervencao_policial_civil_fora_de_servico_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_mortes_intervencao_policial_militar_fora_de_servico,fbsp_mortes_intervencao_policial_militar_fora_de_servico_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_furto_veiculos,fbsp_furto_veiculos_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_mortes_intervencao_policial_civil_em_servico,fbsp_mortes_intervencao_policial_civil_em_servico_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_estupro,fbsp_estupro_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_mortes_intervencao_policial_militar_em_servico,fbsp_mortes_intervencao_policial_militar_em_servico_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_mortes_violentas_intencionais,fbsp_mortes_violentas_intencionais_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_posse_uso_entorpecente,fbsp_posse_uso_entorpecente_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_morte_policiais_militares_fora_de_servico,fbsp_morte_policiais_militares_fora_de_servico_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_morte_policiais_civis_fora_de_servico,fbsp_morte_policiais_civis_fora_de_servico_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_latrocinio,fbsp_latrocinio_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_porte_ilegal_arma_de_fogo,fbsp_porte_ilegal_arma_de_fogo_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_posse_ilegal_arma_de_fogo,fbsp_posse_ilegal_arma_de_fogo_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_lesao_corporal_dolosa_violencia_domestica,fbsp_lesao_corporal_dolosa_violencia_domestica_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_trafico_entorpecente,fbsp_trafico_entorpecente_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_roubo_veiculos,fbsp_roubo_veiculos_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_lesao_corporal_morte,fbsp_lesao_corporal_morte_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
quantidade_morte_policiais_militares_confronto_em_servico,fbsp_morte_policiais_militares_confronto_em_servico_i,13_seguranca,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_aptos_prefeitura,tse_eleitores_aptos_prefeitura_i,16_eleicoes,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_comparecimento_prefeitura,tse_comparecimento_prefeitura_i,16_eleicoes,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_aptos_camara_vereadores,tse_eleitores_aptos_camara_i,16_eleicoes,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
total_comparecimento_camara_vereadores,tse_comparecimento_camara_i,16_eleicoes,"prefixo generico banido (secao 6.1 do plano): total_/quantidade_ nao dizem de que e o total, e a base tinha colunas de fontes diferentes com nomes indistinguiveis",2026-07-26,,
desmatado_total_cerrado,area_desmatada_bioma_cerrado_km2,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
desmatado_total_mata_atlantica,area_desmatada_bioma_mata_atlantica_km2,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
desmatado_total_pampa,area_desmatada_bioma_pampa_km2,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
desmatado_total_pantanal,area_desmatada_bioma_pantanal_km2,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
area_desmatada_municipio_km2_lag1,area_desmatada_municipio_lag1_km2,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
capacidade_investimento_adaptacao,adapta_capacidade_investimento_idx,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
capacidade_investimento_adaptacao_classe,adapta_capacidade_investimento_cat,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_capacidade_adaptacao_inundacoes_enxurradas,adapta_capacidade_adaptacao_inundacoes_idx,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_capacidade_adaptacao_inundacoes_enxurradas_classe,adapta_capacidade_adaptacao_inundacoes_cat,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_risco_inundacoes_enxurradas,adapta_risco_inundacoes_idx,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_risco_inundacoes_enxurradas_classe,adapta_risco_inundacoes_cat,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_vulnerabilidade_inundacoes_enxurradas,adapta_vulnerabilidade_inundacoes_idx,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_vulnerabilidade_inundacoes_enxurradas_classe,adapta_vulnerabilidade_inundacoes_cat,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
adapta_indice_adesao_programa_cidades_resilientes,adapta_adesao_cidades_resilientes_idx,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cidades_resilientes_classe,adapta_adesao_cidades_resilientes_cat,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_capacidade_adaptativa_recursos_hidricos,adapta_capacidade_recursos_hidricos_idx,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
